path,width,height,category,status,rule
assets/minecraft/textures/block/stripped_birch_log.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/cartography_table_side1.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/blue_glazed_terracotta.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/bookshelf.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/cut_copper_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/oxidized_copper_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/grindstone_round_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/crimson_door_top_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/lodestone_top_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/mangrove_log_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/redstone_dust_overlay.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/light_gray_concrete.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/pearlescent_froglight_top_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/cracked_deepslate_tiles_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/command_block_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/cactus_top.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/stripped_acacia_log_top_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/fletching_table_side_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/piston_bottom.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/exposed_copper_s.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/lime_stained_glass.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/brain_coral_block.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/scaffolding_top_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/pointed_dripstone_up_tip.png,16,16,base,below_512,512-block-item
assets/minecraft/textures/block/crying_obsidian_n.png,16,16,pbr_map,below_512,512-block-item
assets/minecraft/textures/block/stripped_jungle_log_top_n.png,16,16,pbr_map,below_512,512-block-item
